CUSTOMER_ID,YEAR_MONTH,Churn_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Product_count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Total_Amt_Chng_Last_3M_6M,Total_Ct_Chng_Last_3M_6M,Avg_Utilization_Ratio
718970058,202105,Existing Customer,38,M,3,Unknown,Married,$120K +,Blue,33,5,3,4,30746.0,1168,29578.0,1519,43,0.653,0.72,0.038
713021208,202101,Attrited Customer,55,F,2,College,Single,Unknown,Silver,36,2,3,3,34516.0,0,34516.0,1353,40,0.399,0.212,0.0
810856833,202105,Existing Customer,45,M,4,College,Unknown,$120K +,Blue,40,,2,2,11962.0,1025,10937.0,1907,52,0.694,0.926,0.086
787868958,202102,Existing Customer,36,M,2,High School,Single,$80K - $120K,Blue,27,5,3,3,14690.0,979,13711.0,2746,68,0.811,0.511,0.067
708161133,202103,Existing Customer,45,M,1,Graduate,Single,$40K - $60K,Blue,32,,1,2,6629.0,1389,5240.0,3891,69,0.828,0.643,0.21
708174708,202105,Existing Customer,38,M,4,Graduate,Married,$40K - $60K,Blue,27,6,2,4,5535.0,1276,4259.0,1764,38,0.636,0.9,0.231
708735183,202103,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,22,,3,3,2544.0,1848,696.0,2289,49,0.804,0.441,0.726
708445608,202103,Existing Customer,48,M,3,College,Married,Less than $40K,Blue,37,4,3,3,3305.0,2517,788.0,2027,57,0.766,1.036,0.762
778943883,202102,Existing Customer,51,M,2,Uneducated,Single,$120K +,Blue,36,,2,4,34516.0,888,33628.0,1959,42,1.299,0.909,0.026
788810658,202104,Existing Customer,37,F,1,College,Single,Unknown,Blue,20,,2,5,9466.0,0,9466.0,2503,70,0.818,0.489,0.0
789050883,202105,Existing Customer,33,F,2,Doctorate,Single,Unknown,Blue,21,4,3,4,5297.0,0,5297.0,2655,62,0.779,0.55,0.0
714531108,202101,Existing Customer,31,M,1,College,Married,$80K - $120K,Blue,36,,3,3,4260.0,1775,2485.0,2109,52,1.239,0.625,0.417
711635358,202102,Existing Customer,40,F,4,College,Single,Less than $40K,Blue,26,6,1,2,7291.0,2517,4774.0,2198,56,0.83,0.697,0.345
803648508,202103,Existing Customer,43,M,4,High School,Unknown,$80K - $120K,Blue,37,4,2,3,13882.0,758,13124.0,1646,42,0.5,0.75,0.055
813200058,202101,Existing Customer,63,M,0,Graduate,Married,$40K - $60K,Blue,56,,2,5,6500.0,1786,4714.0,1497,27,0.524,0.35,0.275
805261983,202104,Existing Customer,35,F,4,Unknown,Married,Less than $40K,Blue,30,6,3,4,1626.0,979,647.0,2847,61,1.467,0.968,0.602
715206408,202102,Existing Customer,31,F,1,High School,Single,Less than $40K,Blue,22,5,1,5,6662.0,0,6662.0,3264,83,0.934,0.766,0.0
788684508,202103,Existing Customer,36,M,4,Uneducated,Married,$80K - $120K,Blue,25,4,3,3,5846.0,1732,4114.0,2056,41,0.611,0.64,0.296
737933883,202105,Existing Customer,34,M,1,High School,Married,$60K - $80K,Blue,27,3,1,2,8063.0,2149,5914.0,2042,49,0.722,0.69,0.267
768655158,202106,Existing Customer,29,M,0,Unknown,Married,$60K - $80K,Blue,23,3,3,2,6224.0,1092,5132.0,2222,39,0.919,0.56,0.175
774437583,202104,Existing Customer,55,M,1,Doctorate,Married,$60K - $80K,Blue,49,6,2,4,4597.0,2442,2155.0,1504,38,0.512,0.357,0.531
713104458,202101,Attrited Customer,46,M,2,Graduate,Single,$40K - $60K,Blue,31,,3,5,7869.0,0,7869.0,998,25,0.692,0.562,0.0
715462008,202106,Existing Customer,45,M,2,College,Married,$60K - $80K,Blue,35,6,3,2,17884.0,2096,15788.0,2031,49,0.477,0.633,0.117
715366083,202106,Attrited Customer,52,F,0,Doctorate,Single,Less than $40K,Blue,36,2,2,3,1438.3,978,460.3,947,33,0.773,0.571,0.68
712322058,202103,Existing Customer,40,F,3,High School,Married,Less than $40K,Blue,32,,1,3,2046.0,1694,352.0,3432,49,0.853,0.96,0.828
719737833,202103,Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,36,4,2,2,6370.0,0,6370.0,1783,40,0.855,0.667,0.0
789530208,202101,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,46,6,2,2,2737.0,2517,220.0,1619,37,0.533,0.48,0.92
717885183,202102,Existing Customer,36,M,1,Graduate,Single,Less than $40K,Blue,25,6,1,2,2622.0,2489,133.0,2717,79,0.84,0.549,0.949
716244033,202104,Attrited Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,33,2,3,3,7266.0,906,6360.0,1741,27,0.676,0.421,0.125
711614658,202103,Existing Customer,37,F,2,Uneducated,Single,Less than $40K,Blue,30,6,3,3,2258.0,1338,920.0,2511,55,0.86,0.774,0.593
804598908,202102,Existing Customer,35,M,3,Graduate,Single,$80K - $120K,Blue,25,3,2,3,6510.0,2055,4455.0,2238,49,1.042,0.531,0.316
719161683,202104,Existing Customer,64,F,0,Unknown,Married,Unknown,Blue,55,,1,4,2508.0,1580,928.0,1607,44,0.44,0.419,0.63
719327808,202105,Existing Customer,52,F,2,Uneducated,Married,Unknown,Blue,36,5,1,2,4006.0,2517,1489.0,1157,34,0.557,0.619,0.628
714038433,202101,Existing Customer,37,F,5,High School,Single,$40K - $60K,Blue,19,4,1,2,3252.0,1987,1265.0,2953,72,0.658,0.714,0.611
710129283,202105,Existing Customer,45,F,4,Uneducated,Married,Unknown,Blue,26,,3,1,16317.0,0,16317.0,2944,71,0.742,0.972,0.0
709367433,202105,Existing Customer,28,M,1,Unknown,Single,$40K - $60K,Blue,15,3,3,1,2109.0,1542,567.0,2261,56,0.67,0.6,0.731
719729433,202103,Existing Customer,65,F,1,Graduate,Married,Less than $40K,Blue,56,4,2,0,7023.0,1726,5297.0,2535,51,1.178,0.759,0.246
717192933,202101,Existing Customer,55,M,0,Graduate,Married,$120K +,Blue,42,3,2,1,8302.0,2517,5785.0,1576,34,0.661,0.789,0.303
711734508,202102,Existing Customer,55,M,2,Graduate,Married,$80K - $120K,Blue,47,3,3,3,9959.0,1209,8750.0,1584,28,0.548,0.273,0.121
715153158,202105,Existing Customer,41,M,4,Uneducated,Single,$40K - $60K,Blue,36,4,3,4,3636.0,1884,1752.0,4254,79,0.924,0.491,0.518
712149033,202105,Existing Customer,57,F,2,High School,Married,Less than $40K,Blue,46,5,1,1,5184.0,1856,3328.0,1834,55,0.553,0.571,0.358
713901108,202105,Existing Customer,37,M,2,High School,Single,$60K - $80K,Blue,29,6,1,4,14575.0,0,14575.0,3444,80,1.251,0.702,0.0
719415858,202105,Existing Customer,29,M,0,College,Divorced,Unknown,Blue,15,6,3,2,3107.0,1720,1387.0,2460,71,0.661,0.69,0.554
719385558,202101,Existing Customer,62,F,0,College,Married,$40K - $60K,Blue,49,6,1,2,1438.3,0,1438.3,1281,32,0.757,1.0,0.0
779528658,202106,Existing Customer,42,M,4,College,Unknown,$60K - $80K,Blue,25,,3,3,3092.0,1115,1977.0,2133,41,0.802,0.783,0.361
721508283,202104,Existing Customer,47,F,1,Graduate,Married,Less than $40K,Blue,36,,2,1,8322.0,0,8322.0,3700,62,0.86,1.0,0.0
757753083,202103,Existing Customer,44,F,0,Graduate,Married,Less than $40K,Silver,36,5,3,2,10110.0,1229,8881.0,4063,74,0.65,0.48,0.122
797753283,202105,Existing Customer,34,F,1,High School,Married,Less than $40K,Blue,28,,3,4,2707.0,2036,671.0,1926,33,0.827,0.941,0.752
807523008,202106,Existing Customer,37,M,1,Graduate,Single,Unknown,Blue,32,4,1,3,4397.0,2007,2390.0,2473,47,0.892,1.136,0.456
711416958,202103,Existing Customer,33,F,2,Graduate,Single,Unknown,Blue,21,,3,2,5795.0,0,5795.0,2322,65,0.746,0.585,0.0
780865308,202105,Existing Customer,40,M,4,Uneducated,Married,$80K - $120K,Blue,23,6,3,2,9760.0,1657,8103.0,4542,86,1.134,0.87,0.17
708423933,202105,Existing Customer,51,M,2,Doctorate,Single,$40K - $60K,Blue,40,,2,0,6103.0,0,6103.0,3203,64,0.532,0.829,0.0
714321408,202104,Existing Customer,65,M,1,High School,Married,$40K - $60K,Blue,56,6,2,2,2246.0,1326,920.0,1429,32,0.543,0.455,0.59
771852483,202101,Existing Customer,46,M,3,Graduate,Single,$80K - $120K,Blue,35,6,3,4,4930.0,0,4930.0,3343,77,1.019,0.638,0.0
708185208,202102,Existing Customer,27,M,0,Graduate,Single,$40K - $60K,Blue,16,4,1,2,3178.0,1118,2060.0,2010,31,0.643,0.55,0.352
714920208,202101,Existing Customer,37,F,1,High School,Unknown,Less than $40K,Blue,30,3,5,0,3003.0,1810,1193.0,3148,68,0.719,0.789,0.603
789952158,202106,Existing Customer,34,F,1,Doctorate,Married,Unknown,Blue,25,,3,3,2318.0,2069,249.0,2689,57,1.399,0.781,0.893
713237958,202106,Existing Customer,34,M,0,Graduate,Married,$40K - $60K,Blue,17,4,1,4,2638.0,2092,546.0,1868,43,0.591,0.344,0.793
715956258,202104,Existing Customer,35,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,4,2004.0,0,2004.0,1974,60,0.681,0.364,0.0
769196433,202103,Existing Customer,55,F,2,Post-Graduate,Married,Less than $40K,Blue,49,4,1,1,2414.0,2276,138.0,2000,62,0.567,0.59,0.943
778942233,202101,Existing Customer,60,F,0,Doctorate,Married,Less than $40K,Blue,45,5,2,4,1438.3,648,790.3,1267,27,0.477,1.077,0.451
708651933,202102,Existing Customer,56,M,2,Graduate,Married,$60K - $80K,Blue,44,3,1,2,2043.0,1928,115.0,2311,57,0.791,0.839,0.944
720467583,202103,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,46,,3,2,34516.0,2517,31999.0,3072,67,0.685,0.675,0.073
716549058,202101,Existing Customer,45,F,4,Uneducated,Married,$40K - $60K,Blue,36,3,1,3,3111.0,2290,821.0,1998,41,1.612,0.464,0.736
713533983,202102,Existing Customer,56,M,1,Graduate,Married,$120K +,Blue,48,6,3,4,2585.0,1207,1378.0,1590,33,0.44,0.32,0.467
787463508,202106,Attrited Customer,26,M,0,Graduate,Single,Less than $40K,Blue,13,5,2,4,2469.0,2410,59.0,1027,20,0.544,0.176,0.976
710256708,202102,Existing Customer,30,M,1,Unknown,Single,Less than $40K,Blue,19,,2,0,8744.0,1712,7032.0,2579,68,0.895,0.659,0.196
708980283,202102,Existing Customer,34,M,3,High School,Married,$80K - $120K,Blue,23,5,1,4,4185.0,2517,1668.0,2179,55,0.861,0.774,0.601
719484408,202103,Existing Customer,39,M,3,Uneducated,Married,$60K - $80K,Blue,36,6,2,4,4759.0,1459,3300.0,2903,57,1.24,0.9,0.307
710023233,202102,Existing Customer,36,M,3,Graduate,Single,$120K +,Blue,36,6,2,4,24457.0,1300,23157.0,2739,65,0.914,0.912,0.053
789101883,202105,Existing Customer,32,M,3,Unknown,Single,$120K +,Blue,20,6,2,2,14244.0,1673,12571.0,2729,66,0.699,0.535,0.117
778381608,202105,Attrited Customer,48,M,4,Doctorate,Single,$80K - $120K,Blue,28,3,3,4,6572.0,417,6155.0,1766,46,0.584,0.533,0.063
787492908,202101,Existing Customer,50,F,2,Uneducated,Married,Unknown,Blue,34,5,3,2,23381.0,905,22476.0,4357,73,0.645,0.521,0.039
709932558,202104,Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Blue,26,,3,2,3471.0,2517,954.0,1771,34,0.743,0.889,0.725
780219483,202103,Existing Customer,61,F,0,Graduate,Married,Less than $40K,Blue,51,,2,1,2250.0,1041,1209.0,1339,28,0.678,0.867,0.463
708590658,202104,Existing Customer,65,F,1,Unknown,Married,Unknown,Blue,53,,3,2,15965.0,2312,13653.0,1619,40,0.59,0.538,0.145
715143333,202102,Existing Customer,45,F,1,High School,Divorced,Less than $40K,Blue,36,6,2,2,9433.0,1578,7855.0,3910,81,0.66,0.653,0.167
801048483,202105,Existing Customer,34,M,3,Uneducated,Divorced,$120K +,Blue,28,4,3,3,9180.0,1814,7366.0,2646,49,0.628,0.633,0.198
711913833,202101,Existing Customer,37,M,3,Graduate,Married,$40K - $60K,Blue,36,4,2,4,8818.0,1437,7381.0,1865,31,0.649,0.938,0.163
715413483,202102,Existing Customer,44,F,3,Graduate,Single,Less than $40K,Blue,36,5,1,3,4066.0,1028,3038.0,3888,77,0.972,0.604,0.253
715750758,202102,Existing Customer,56,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,1,1,9031.0,1535,7496.0,1602,35,0.69,0.591,0.17
714062958,202102,Existing Customer,36,M,4,Unknown,Single,$40K - $60K,Blue,36,6,1,2,9887.0,994,8893.0,2552,64,0.488,0.455,0.101
710458758,202104,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,53,,3,5,4161.0,2491,1670.0,1203,30,0.41,0.579,0.599
719494983,202104,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,15,6,3,3,2740.0,2069,671.0,1997,44,0.418,0.419,0.755
710586483,202102,Attrited Customer,26,F,0,High School,Single,Unknown,Blue,13,1,2,4,6152.0,0,6152.0,968,23,0.391,0.533,0.0
772637058,202102,Existing Customer,34,M,3,Uneducated,Married,$60K - $80K,Blue,24,,1,4,8167.0,1740,6427.0,2141,51,1.455,0.7,0.213
718229133,202103,Existing Customer,51,M,2,College,Married,$120K +,Blue,41,6,2,4,23742.0,0,23742.0,3783,57,0.769,0.676,0.0
718423533,202104,Existing Customer,57,M,3,College,Unknown,$60K - $80K,Blue,50,6,3,4,16791.0,1181,15610.0,2983,74,0.55,0.682,0.07
781089708,202102,Existing Customer,30,M,0,Graduate,Divorced,$80K - $120K,Blue,23,6,1,2,26783.0,1285,25498.0,2495,46,0.59,0.769,0.048
773082033,202101,Existing Customer,35,M,1,Post-Graduate,Married,$80K - $120K,Blue,27,,3,4,25516.0,1363,24153.0,2317,38,1.172,0.727,0.053
815288583,202105,Existing Customer,32,M,0,Graduate,Married,$40K - $60K,Blue,27,3,3,2,4815.0,1591,3224.0,2501,36,1.409,0.714,0.33
720431433,202104,Existing Customer,62,M,1,Graduate,Married,Unknown,Blue,36,5,2,2,3198.0,2308,890.0,1402,35,0.724,0.842,0.722
709164408,202105,Attrited Customer,32,M,1,Uneducated,Married,Less than $40K,Blue,23,1,3,3,2218.0,1696,522.0,730,20,0.367,0.429,0.765
710567508,202104,Existing Customer,53,M,3,High School,Married,$80K - $120K,Blue,44,4,2,3,23462.0,2202,21260.0,1387,33,0.571,0.65,0.094
719427333,202104,Existing Customer,55,M,3,College,Married,$60K - $80K,Blue,36,,4,4,2252.0,1737,515.0,1291,27,0.685,0.5,0.771
714765408,202106,Existing Customer,26,F,1,Unknown,Single,Less than $40K,Blue,36,4,3,3,2557.0,1990,567.0,2266,57,0.575,0.357,0.778
709785783,202105,Attrited Customer,35,F,0,Graduate,Single,Less than $40K,Blue,25,5,3,4,2300.0,0,2300.0,1485,34,0.877,0.478,0.0
809290308,202103,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,26,,1,1,3540.0,1173,2367.0,1912,45,1.106,0.667,0.331
779598183,202103,Existing Customer,53,M,3,Unknown,Single,$60K - $80K,Blue,42,6,1,2,22938.0,1700,21238.0,3428,54,0.636,0.5,0.074
779783508,202103,Existing Customer,45,M,2,Graduate,Married,$40K - $60K,Blue,34,5,1,3,13129.0,901,12228.0,2564,56,0.825,0.474,0.069
719568333,202101,Existing Customer,39,M,3,Unknown,Single,$80K - $120K,Silver,36,,3,2,34516.0,1900,32616.0,1668,36,1.002,0.714,0.055
719207733,202103,Existing Customer,61,F,0,High School,Married,Less than $40K,Blue,53,5,2,0,3396.0,802,2594.0,1418,36,0.548,0.5,0.236
715533108,202101,Existing Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,20,,3,4,4712.0,955,3757.0,2568,62,0.855,0.59,0.203
714816258,202101,Existing Customer,37,M,2,Graduate,Single,$60K - $80K,Blue,36,,2,2,7638.0,947,6691.0,2336,58,0.682,0.611,0.124
787573683,202103,Existing Customer,41,M,3,Post-Graduate,Married,$60K - $80K,Blue,34,4,2,2,2624.0,1319,1305.0,4189,74,0.768,0.609,0.503
804310758,202102,Existing Customer,58,M,3,Graduate,Married,$120K +,Blue,52,,2,5,17934.0,1578,16356.0,2005,48,0.593,0.778,0.088
792912708,202103,Existing Customer,45,M,5,Graduate,Married,$40K - $60K,Silver,39,,1,5,15198.0,2098,13100.0,3183,64,0.8,0.73,0.138
719078283,202101,Existing Customer,57,F,4,High School,Married,Less than $40K,Blue,47,,3,4,3191.0,2517,674.0,1501,35,0.719,0.591,0.789
708620283,202103,Existing Customer,35,M,1,Unknown,Single,$60K - $80K,Blue,25,6,3,2,6053.0,2001,4052.0,2208,59,0.743,0.595,0.331
770985633,202101,Existing Customer,39,M,2,Unknown,Married,$40K - $60K,Blue,26,6,1,2,5510.0,2027,3483.0,1980,42,0.898,0.68,0.368
780094008,202106,Existing Customer,55,M,3,Doctorate,Married,$120K +,Blue,40,,3,1,12875.0,1119,11756.0,1624,40,0.401,0.429,0.087
716420358,202104,Existing Customer,41,F,2,High School,Married,$40K - $60K,Blue,36,5,2,4,2602.0,1490,1112.0,3151,78,0.66,0.66,0.573
825756333,202101,Existing Customer,55,F,0,Uneducated,Married,Less than $40K,Blue,51,4,3,1,2041.0,1885,156.0,2118,48,0.587,0.778,0.924
755273658,202104,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,45,,3,3,2548.0,1683,865.0,2055,54,0.75,0.636,0.661
709096908,202103,Existing Customer,57,M,2,Graduate,Married,$120K +,Blue,49,6,3,1,4698.0,984,3714.0,1865,35,0.373,0.458,0.209
714840858,202101,Existing Customer,40,F,3,High School,Unknown,Less than $40K,Blue,31,,2,4,2222.0,1551,671.0,3302,65,0.932,0.585,0.698
721205508,202104,Existing Customer,47,M,4,High School,Married,$80K - $120K,Blue,36,,3,4,8217.0,0,8217.0,1848,56,0.678,0.514,0.0
786493908,202101,Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Silver,36,4,3,3,10091.0,0,10091.0,3347,64,1.121,0.778,0.0
803963808,202106,Existing Customer,39,M,3,Graduate,Single,$80K - $120K,Blue,34,,3,5,19074.0,0,19074.0,3762,74,0.804,1.0,0.0
806170158,202106,Existing Customer,39,M,4,Graduate,Single,$60K - $80K,Gold,34,3,3,2,34516.0,542,33974.0,3899,78,0.866,0.857,0.016
751469808,202101,Existing Customer,36,M,3,Graduate,Married,$120K +,Blue,29,5,2,4,12852.0,1945,10907.0,1606,33,0.659,0.941,0.151
721055058,202106,Existing Customer,36,M,2,Uneducated,Married,$60K - $80K,Blue,21,4,1,5,12763.0,2517,10246.0,2599,46,1.631,0.917,0.197
709794333,202101,Existing Customer,29,M,0,Graduate,Married,Less than $40K,Blue,19,6,2,4,2827.0,1430,1397.0,1608,30,0.885,1.308,0.506
718361583,202104,Existing Customer,56,F,2,Uneducated,Married,Unknown,Blue,36,3,3,5,8242.0,0,8242.0,1559,44,0.434,0.467,0.0
714327183,202103,Existing Customer,37,F,4,Graduate,Married,Less than $40K,Blue,28,4,3,1,1825.0,1389,436.0,2878,54,1.595,0.636,0.761
808909008,202105,Existing Customer,61,M,0,Post-Graduate,Married,Less than $40K,Blue,56,6,3,4,1438.3,0,1438.3,1448,31,0.589,0.292,0.0
716207508,202101,Existing Customer,36,M,3,High School,Married,$60K - $80K,Blue,36,,2,4,5497.0,1517,3980.0,1981,38,0.624,0.357,0.276
768965208,202105,Existing Customer,51,F,1,Graduate,Married,$40K - $60K,Blue,45,5,2,2,6778.0,865,5913.0,3158,71,0.992,0.775,0.128
720185058,202106,Attrited Customer,46,M,3,Graduate,Married,$60K - $80K,Blue,36,2,3,4,4267.0,0,4267.0,1067,23,0.862,0.769,0.0
715220508,202104,Existing Customer,31,F,0,High School,Married,Less than $40K,Blue,22,4,2,1,3273.0,2517,756.0,2726,57,1.465,0.727,0.769
712112733,202104,Existing Customer,33,M,2,Doctorate,Single,$40K - $60K,Blue,25,5,2,2,9371.0,1541,7830.0,2518,67,0.781,0.971,0.164
712298883,202102,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,38,3,3,1,1438.3,663,775.3,2987,73,0.384,0.622,0.461
717813558,202104,Attrited Customer,57,F,3,High School,Single,Unknown,Blue,36,1,4,2,8389.0,1960,6429.0,1334,38,0.384,0.407,0.234
716823408,202101,Existing Customer,65,M,0,Doctorate,Single,Unknown,Blue,56,,2,2,28410.0,1608,26802.0,2278,77,0.913,1.139,0.057
719089383,202105,Existing Customer,48,M,2,High School,Married,$40K - $60K,Blue,29,3,2,1,6168.0,2371,3797.0,4303,80,0.668,0.509,0.384
710039208,202102,Existing Customer,57,F,3,Unknown,Single,Unknown,Blue,40,3,3,1,2111.0,966,1145.0,3871,87,0.923,0.706,0.458
780237033,202101,Existing Customer,63,F,1,Unknown,Married,$40K - $60K,Blue,49,,1,3,3141.0,1819,1322.0,1539,35,0.497,0.522,0.579
720986958,202104,Existing Customer,50,F,2,Graduate,Divorced,$40K - $60K,Blue,40,6,2,5,8307.0,2517,5790.0,2293,36,1.743,0.8,0.303
709473708,202104,Existing Customer,39,M,3,Graduate,Married,$80K - $120K,Blue,31,4,2,3,30753.0,1661,29092.0,1780,33,0.681,0.941,0.054
708593883,202103,Existing Customer,39,M,2,College,Married,$60K - $80K,Blue,26,3,1,4,2731.0,1573,1158.0,1813,38,0.943,0.727,0.576
710241858,202101,Existing Customer,39,F,4,Unknown,Married,Less than $40K,Blue,31,6,1,4,2890.0,0,2890.0,2040,36,0.545,0.44,0.0
715392558,202104,Existing Customer,52,M,1,Unknown,Single,$120K +,Blue,44,6,1,2,34516.0,0,34516.0,2848,56,1.03,0.75,0.0
717399183,202101,Existing Customer,37,M,1,Graduate,Married,$80K - $120K,Blue,26,6,3,1,8058.0,1176,6882.0,2774,52,1.164,0.625,0.146
817925058,202104,Existing Customer,50,F,2,Uneducated,Married,Unknown,Blue,45,6,1,4,5660.0,2401,3259.0,1932,35,0.779,0.346,0.424
716029158,202101,Existing Customer,59,M,0,Unknown,Married,$60K - $80K,Blue,36,6,4,5,4230.0,1366,2864.0,1480,35,0.63,0.458,0.323
715043508,202101,Existing Customer,38,M,2,Graduate,Unknown,$40K - $60K,Blue,36,,3,4,9515.0,0,9515.0,4642,61,0.79,0.605,0.0
716610558,202102,Existing Customer,65,F,0,High School,Single,$40K - $60K,Blue,36,3,3,3,10962.0,1559,9403.0,2724,71,0.708,0.651,0.142
716768808,202103,Existing Customer,57,M,1,Unknown,Married,$120K +,Blue,36,6,2,4,23848.0,1967,21881.0,1591,43,0.462,0.72,0.082
795810633,202102,Existing Customer,65,M,0,Uneducated,Married,Unknown,Blue,56,,3,2,10144.0,1295,8849.0,1234,24,0.758,1.182,0.128
779925033,202103,Existing Customer,38,F,4,Graduate,Married,$40K - $60K,Blue,22,4,3,4,2997.0,1969,1028.0,2807,60,1.235,0.714,0.657
790225758,202105,Existing Customer,41,M,2,College,Single,$80K - $120K,Blue,35,6,3,3,2647.0,620,2027.0,2262,47,0.664,0.424,0.234
713879283,202104,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,47,3,1,2,4580.0,1300,3280.0,1694,34,0.519,0.7,0.284
715968858,202103,Existing Customer,28,M,0,Post-Graduate,Married,Unknown,Blue,13,,1,2,2608.0,1630,978.0,1822,33,0.521,0.32,0.625
767687208,202102,Existing Customer,31,M,2,Unknown,Single,$80K - $120K,Blue,24,6,3,3,34516.0,1180,33336.0,2329,69,0.801,0.605,0.034
778728783,202105,Existing Customer,39,F,2,Unknown,Married,Less than $40K,Blue,19,5,3,1,3156.0,2095,1061.0,2739,56,1.281,0.75,0.664
713637783,202104,Existing Customer,44,F,3,Graduate,Married,Unknown,Blue,31,5,2,0,24936.0,2053,22883.0,1810,38,0.716,0.727,0.082
718162908,202102,Existing Customer,55,M,3,College,Married,$80K - $120K,Blue,42,3,2,1,26101.0,614,25487.0,1472,48,0.397,0.412,0.024
708664008,202102,Existing Customer,57,M,3,College,Married,$80K - $120K,Blue,45,6,3,4,14270.0,0,14270.0,1222,37,0.398,0.423,0.0
711929058,202104,Existing Customer,28,M,0,High School,Married,Unknown,Blue,21,,3,5,25618.0,1209,24409.0,2157,49,1.228,1.882,0.047
770781558,202106,Existing Customer,35,F,2,Graduate,Married,Less than $40K,Blue,21,5,1,2,3230.0,2517,713.0,1914,31,0.677,0.348,0.779
790048158,202105,Existing Customer,46,F,4,College,Married,Less than $40K,Blue,38,,3,3,8881.0,1865,7016.0,2632,54,1.279,1.077,0.21
721258158,202103,Existing Customer,65,F,1,Uneducated,Single,Unknown,Blue,51,,3,5,11037.0,1491,9546.0,2429,63,0.651,0.75,0.135
786480183,202103,Existing Customer,50,F,2,Uneducated,Married,Unknown,Blue,44,6,2,5,16763.0,0,16763.0,3626,69,0.88,0.683,0.0
721378008,202101,Existing Customer,31,M,0,Uneducated,Divorced,$40K - $60K,Blue,21,6,2,2,2621.0,1461,1160.0,2718,71,0.775,0.775,0.557
786566733,202104,Existing Customer,49,M,2,Unknown,Single,$80K - $120K,Blue,43,,3,5,4939.0,1190,3749.0,3764,64,0.557,0.524,0.241
794551383,202104,Existing Customer,50,F,3,College,Single,Less than $40K,Blue,32,5,3,4,4419.0,1218,3201.0,4535,75,0.879,0.562,0.276
820981383,202103,Existing Customer,44,F,4,High School,Divorced,Less than $40K,Blue,39,,1,4,9235.0,1796,7439.0,1739,42,0.958,0.448,0.194
713366583,202102,Existing Customer,63,F,1,High School,Married,Less than $40K,Blue,56,6,1,3,3055.0,1685,1370.0,1405,40,0.541,0.481,0.552
767311008,202104,Existing Customer,41,M,1,Graduate,Divorced,$80K - $120K,Blue,35,6,2,3,19412.0,770,18642.0,1576,41,0.755,0.952,0.04
716624133,202103,Existing Customer,56,M,1,Unknown,Married,$80K - $120K,Blue,36,6,1,3,12786.0,1880,10906.0,1205,19,0.702,0.462,0.147
712727283,202105,Existing Customer,55,M,1,Graduate,Married,$60K - $80K,Blue,36,4,2,3,4666.0,1275,3391.0,1281,28,0.397,0.75,0.273
716059608,202103,Existing Customer,48,F,4,College,Single,Less than $40K,Blue,38,4,3,3,4894.0,1505,3389.0,3277,67,0.78,0.558,0.308
708292833,202104,Existing Customer,35,M,2,High School,Single,$120K +,Blue,36,4,2,3,27389.0,1250,26139.0,2754,60,0.641,0.463,0.046
720013083,202101,Existing Customer,30,F,0,Post-Graduate,Single,Less than $40K,Blue,18,6,3,2,2132.0,797,1335.0,3265,74,0.779,0.574,0.374
710540883,202104,Existing Customer,37,M,3,High School,Single,$80K - $120K,Blue,24,5,3,2,6590.0,0,6590.0,2449,67,0.714,0.634,0.0
709212183,202104,Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,36,6,1,3,3176.0,1470,1706.0,1634,53,0.388,0.472,0.463
713424108,202106,Existing Customer,37,M,1,Graduate,Single,$60K - $80K,Blue,27,4,1,3,4288.0,2349,1939.0,2591,57,0.718,0.541,0.548
718476033,202103,Existing Customer,65,F,0,Uneducated,Single,Unknown,Blue,56,5,3,5,20130.0,2355,17775.0,2444,49,0.716,0.633,0.117
815001108,202103,Existing Customer,48,M,2,Doctorate,Single,Less than $40K,Blue,43,3,3,2,5945.0,1685,4260.0,3598,67,0.9,0.718,0.283
709802208,202103,Existing Customer,37,M,1,Graduate,Married,$40K - $60K,Blue,17,3,1,4,3350.0,0,3350.0,2849,61,1.316,0.694,0.0
713445183,202105,Existing Customer,35,M,1,High School,Married,$60K - $80K,Blue,26,,3,2,4008.0,1841,2167.0,2794,58,1.504,1.148,0.459
